Date,Ticker,Open,High,Low,Close,Volume
2023-01-19,RELIANCE,1016.84,1017.95,1015.41,1016.29,4335564
2023-01-20,RELIANCE,1013.88,1013.92,1012.33,1014.14,1904711
2023-01-23,RELIANCE,1016.49,1017.79,1015.48,1015.17,2674688
2023-01-24,RELIANCE,1017.88,1020.46,1017.43,1018.2,2611528
2023-01-25,RELIANCE,1016.84,1018.33,1015.27,1018.75,3153947
2023-01-26,RELIANCE,1017.38,1019.45,1013.52,1015.37,4267457
2023-01-27,RELIANCE,1018.89,1020.39,1017.75,1017.73,1687693
2023-01-30,RELIANCE,1019.99,1020.34,1018.95,1019.55,4390348
2023-01-31,RELIANCE,1020.1,1021.27,1018.16,1020.64,4181807
2023-02-01,RELIANCE,1020.51,1022.77,1017.97,1021.4,4229953
2023-02-02,RELIANCE,1020.09,1021.68,1019.98,1020.9,2597123
2023-02-03,RELIANCE,1020.79,1021.42,1019.65,1019.1,1288715
2023-02-06,RELIANCE,1016.57,1018.58,1015.35,1015.9,4196847
2023-02-07,RELIANCE,1013.05,1013.26,1011.69,1012.15,1270153
2023-02-08,RELIANCE,1013.67,1016.19,1013.54,1013.6,4255938
2023-02-09,RELIANCE,1012.78,1016.08,1011.12,1012.8,2552323
2023-02-10,RELIANCE,1008.94,1010.42,1008.56,1007.57,4469701
2023-02-13,RELIANCE,1007.2,1009.26,1005.46,1006.77,1300374
2023-02-14,RELIANCE,1008.07,1009.34,1007.68,1008.65,2159940
2023-02-15,RELIANCE,1006.92,1009.96,1006.64,1006.29,2366769
2023-02-16,RELIANCE,1005.93,1010.35,1004.07,1005.73,2412482
2023-02-17,RELIANCE,1005.65,1009.33,1005.2,1007.34,4531145
2023-02-20,RELIANCE,1007.42,1007.65,1006.28,1009.41,3478762
2023-02-21,RELIANCE,1010.63,1011.85,1008.7,1008.47,2740434
2023-02-22,RELIANCE,1013.35,1014.08,1012.59,1013.46,1643341
2023-02-23,RELIANCE,1016.0,1019.82,1012.9,1018.91,2482107
2023-02-24,RELIANCE,1013.43,1014.67,1013.25,1013.91,3978602
2023-02-27,RELIANCE,1017.33,1021.33,1015.25,1017.35,1819227
2023-02-28,RELIANCE,1014.14,1015.7,1011.79,1015.45,1638100
2023-03-01,RELIANCE,1013.2,1017.97,1012.05,1013.42,2658275
2023-03-02,RELIANCE,1013.59,1013.83,1013.0,1014.3,3398487
2023-03-03,RELIANCE,1010.25,1013.58,1009.88,1010.04,1185525
2023-03-06,RELIANCE,1008.27,1008.89,1008.18,1008.48,4158181
2023-03-07,RELIANCE,1006.27,1006.88,1005.93,1006.69,2169424
2023-03-08,RELIANCE,1006.49,1010.18,1003.19,1007.36,2492117
2023-03-09,RELIANCE,1009.27,1010.83,1007.26,1008.84,1966994
2023-03-10,RELIANCE,1009.13,1009.88,1006.89,1008.68,4089452
2023-03-13,RELIANCE,1008.23,1012.12,1007.38,1006.31,1574281
2023-03-14,RELIANCE,1003.55,1006.57,999.73,1003.16,4518652
2023-03-15,RELIANCE,1005.67,1006.59,1003.6,1006.62,3142858
2023-03-16,RELIANCE,1005.96,1008.9,1005.9,1006.43,3620476
2023-03-17,RELIANCE,1002.6,1002.85,1000.27,1001.6,3605349
2023-03-20,RELIANCE,1001.7,1002.89,1000.57,999.8,2222465
2023-03-21,RELIANCE,1002.9,1006.58,1001.93,1002.76,3030624
2023-03-22,RELIANCE,1006.34,1007.91,1005.76,1007.27,2664298
2023-03-23,RELIANCE,1004.84,1005.1,1003.95,1004.36,4856798
2023-03-24,RELIANCE,1003.12,1004.84,1002.06,1001.68,1575087
2023-03-27,RELIANCE,1002.28,1004.21,998.72,1001.69,3741026
2023-03-28,RELIANCE,1004.45,1004.55,1001.16,1004.77,3158116
2023-03-29,RELIANCE,1006.6,1009.5,1004.68,1007.84,4592622
2023-03-30,RELIANCE,1006.5,1007.87,1002.27,1006.24,4347950
2023-03-31,RELIANCE,1007.98,1008.55,1007.96,1009.03,3456675
2023-04-03,RELIANCE,1003.84,1004.22,1003.09,1004.79,4861526
2023-04-04,RELIANCE,1005.66,1006.76,1005.3,1004.48,4780003
2023-04-05,RELIANCE,1003.94,1004.16,1003.31,1005.19,4091879
2023-04-06,RELIANCE,1007.04,1007.86,1005.75,1007.33,4994086
2023-04-07,RELIANCE,1007.01,1008.49,1003.64,1005.81,1528089
2023-04-10,RELIANCE,1002.09,1002.54,1000.71,1003.85,4579992
2023-04-11,RELIANCE,1005.28,1007.66,1003.73,1005.16,3923728
2023-04-12,RELIANCE,1005.9,1008.79,1004.49,1003.96,2929486
2023-04-13,RELIANCE,1005.16,1008.9,999.87,1004.45,3762660
2023-04-14,RELIANCE,1005.18,1008.22,1003.52,1004.23,4258092
2023-04-17,RELIANCE,1008.11,1009.12,1005.53,1007.42,3966403
2023-04-18,RELIANCE,1008.63,1010.56,1007.73,1008.18,1675221
2023-04-19,RELIANCE,1008.1,1008.15,1007.42,1007.84,3066128
2023-04-20,RELIANCE,1008.54,1009.4,1007.83,1008.25,3552085
2023-04-21,RELIANCE,1010.96,1012.58,1010.35,1010.86,4299280
2023-04-24,RELIANCE,1008.87,1010.45,1008.46,1009.46,3115789
2023-04-25,RELIANCE,1007.79,1008.71,1007.73,1007.04,4976781
2023-04-26,RELIANCE,1005.51,1007.0,1004.7,1006.69,2502096
2023-04-27,RELIANCE,1006.37,1006.6,1004.82,1005.15,2620295
2023-04-28,RELIANCE,1004.42,1007.94,1002.28,1005.03,1624225
2023-05-01,RELIANCE,1004.76,1007.21,1003.19,1006.4,4103577
2023-05-02,RELIANCE,999.64,1000.59,999.4,999.46,1318316
2023-05-03,RELIANCE,999.05,1000.68,998.32,999.25,2074013
2023-05-04,RELIANCE,1001.54,1002.99,999.32,1000.57,4547093
2023-05-05,RELIANCE,1001.21,1001.73,1000.14,1000.7,4553615
2023-05-08,RELIANCE,1001.66,1002.34,1000.52,1003.23,1496221
2023-05-09,RELIANCE,998.52,1000.95,996.83,999.27,1023119
2023-05-10,RELIANCE,1001.2,1001.23,1000.85,1001.62,1701477
2023-05-11,RELIANCE,999.29,999.82,997.51,997.36,2278965
2023-05-12,RELIANCE,997.91,1000.71,997.84,997.19,2458071
2023-05-15,RELIANCE,998.54,1003.61,997.82,1000.28,2903843
2023-05-16,RELIANCE,999.0,1000.05,997.98,999.41,1230882
2023-05-17,RELIANCE,997.83,998.28,996.82,998.37,4402885
2023-05-18,RELIANCE,1001.07,1001.21,999.07,1001.24,2970883
2023-05-19,RELIANCE,1001.74,1001.94,1001.0,1001.13,1476113
2023-05-22,RELIANCE,1003.62,1004.37,1000.2,1003.95,2633669
2023-05-23,RELIANCE,1004.09,1005.07,1002.32,1002.56,2066777
2023-05-24,RELIANCE,1002.62,1005.16,1001.59,1001.02,4403364
2023-05-25,RELIANCE,1000.81,1004.32,999.89,1000.07,3125786
2023-05-26,RELIANCE,1007.66,1008.88,1005.88,1007.85,2980840
2023-05-29,RELIANCE,1004.31,1005.14,1004.28,1002.74,3501194
2023-05-30,RELIANCE,1005.14,1006.01,1003.9,1005.26,2397541
2023-05-31,RELIANCE,1002.07,1005.74,1001.14,1001.08,3602493
2023-06-01,RELIANCE,1001.25,1002.83,999.56,1000.39,3405071
2023-06-02,RELIANCE,1002.27,1002.69,1001.83,1003.57,4534418
2023-06-05,RELIANCE,1002.53,1005.31,999.78,1002.57,3211242
2023-06-06,RELIANCE,1003.19,1003.43,1001.12,1002.29,4744692
2023-06-07,RELIANCE,1006.94,1008.18,1006.69,1007.13,2055374
2023-06-08,RELIANCE,1009.17,1011.4,1008.63,1007.7,1508377
2023-06-09,RELIANCE,1005.66,1006.04,1004.78,1006.04,3556471
2023-06-12,RELIANCE,1006.64,1008.24,1005.9,1007.75,2650024
2023-06-13,RELIANCE,1008.45,1009.63,1007.99,1009.11,4223479
2023-06-14,RELIANCE,1007.77,1010.09,1005.8,1009.93,4088158
2023-06-15,RELIANCE,1006.14,1006.89,1003.0,1004.2,1182482
2023-06-16,RELIANCE,1003.79,1004.91,1001.66,1003.92,4448760
2023-06-19,RELIANCE,1004.29,1004.51,1003.53,1002.95,3096306
2023-06-20,RELIANCE,1008.77,1010.95,1008.45,1008.6,2359767
2023-06-21,RELIANCE,1009.83,1011.01,1007.6,1009.83,3061369
2023-06-22,RELIANCE,1010.55,1011.37,1010.42,1012.83,3468936
2023-06-23,RELIANCE,1010.89,1013.22,1009.21,1010.83,1364758
2023-06-26,RELIANCE,1012.43,1015.64,1011.05,1012.36,4191683
2023-06-27,RELIANCE,1010.97,1012.54,1010.1,1011.98,4389193
2023-06-28,RELIANCE,1008.63,1008.67,1008.61,1008.58,2968062
2023-06-29,RELIANCE,1007.56,1008.49,1007.27,1009.39,3786376
2023-06-30,RELIANCE,1006.4,1008.53,1005.92,1007.07,4004882
2023-07-03,RELIANCE,1004.65,1006.31,1002.91,1005.48,2520910
2023-07-04,RELIANCE,1006.6,1009.61,1003.43,1004.73,2658354
2023-07-05,RELIANCE,1006.65,1008.64,1005.39,1008.64,4447137
2023-07-06,RELIANCE,1007.75,1008.65,1006.71,1007.09,2619177
2023-07-07,RELIANCE,1006.2,1009.12,1004.97,1006.19,4190078
2023-07-10,RELIANCE,1004.74,1004.99,1003.98,1004.09,4292178
2023-07-11,RELIANCE,1003.88,1009.19,1003.55,1002.86,4395134
2023-07-12,RELIANCE,1005.11,1007.49,1002.9,1003.91,4918195
2023-07-13,RELIANCE,1005.92,1007.58,1003.3,1006.02,4346615
2023-07-14,RELIANCE,1007.39,1008.82,1007.13,1005.42,1814356
2023-07-17,RELIANCE,1009.47,1012.3,1009.06,1009.23,3966177
2023-07-18,RELIANCE,1009.05,1011.79,1008.72,1010.1,1903922
2023-07-19,RELIANCE,1010.96,1011.09,1007.88,1011.59,2055888
2023-07-20,RELIANCE,1009.42,1010.53,1009.18,1009.86,4962513
2023-07-21,RELIANCE,1014.44,1016.06,1012.95,1013.54,2162320
2023-07-24,RELIANCE,1011.13,1012.78,1010.84,1009.55,3328897
2023-07-25,RELIANCE,1014.19,1015.18,1012.05,1015.24,1217522
2023-07-26,RELIANCE,1010.97,1014.2,1009.46,1010.52,3375488
2023-07-27,RELIANCE,1009.17,1009.29,1008.51,1009.09,1672810
2023-07-28,RELIANCE,1015.67,1017.61,1014.86,1015.48,4806520
2023-07-31,RELIANCE,1014.63,1015.51,1013.65,1015.3,2236873
2023-08-01,RELIANCE,1017.48,1017.85,1016.17,1019.33,2931556
2023-08-02,RELIANCE,1017.04,1017.7,1016.66,1018.51,3196143
2023-08-03,RELIANCE,1018.73,1019.36,1018.02,1016.4,2127287
2023-08-04,RELIANCE,1019.45,1023.38,1018.71,1019.14,4866692
2023-08-07,RELIANCE,1022.14,1024.45,1021.81,1020.79,3762807
2023-08-08,RELIANCE,1018.16,1018.38,1016.77,1019.09,4152502
2023-08-09,RELIANCE,1019.0,1020.42,1016.79,1019.01,1639395
2023-08-10,RELIANCE,1019.85,1024.47,1019.37,1020.46,2716126
2023-08-11,RELIANCE,1018.82,1022.14,1018.71,1018.42,1424502
2023-08-14,RELIANCE,1019.01,1021.32,1018.17,1017.97,2780261
2023-08-15,RELIANCE,1015.87,1020.95,1012.53,1015.0,1228552
2023-08-16,RELIANCE,1016.15,1020.39,1011.97,1014.62,3693867
2023-08-17,RELIANCE,1016.69,1019.34,1016.64,1015.43,3184665
2023-08-18,RELIANCE,1014.7,1016.33,1010.77,1013.23,2374734
2023-08-21,RELIANCE,1018.38,1020.41,1015.98,1017.34,1751247
2023-08-22,RELIANCE,1016.55,1017.83,1015.05,1015.46,1206924
2023-08-23,RELIANCE,1018.0,1019.23,1015.91,1018.39,1841688
2023-08-24,RELIANCE,1014.61,1015.51,1014.37,1014.97,2832413
2023-08-25,RELIANCE,1017.24,1017.89,1014.1,1017.64,4919668
2023-08-28,RELIANCE,1013.82,1016.22,1013.3,1015.0,1623031
2023-08-29,RELIANCE,1016.17,1017.05,1015.8,1016.1,4335430
2023-08-30,RELIANCE,1016.97,1017.37,1014.66,1016.19,1246968
2023-08-31,RELIANCE,1020.27,1023.91,1019.23,1022.48,2926198
2023-09-01,RELIANCE,1021.6,1022.46,1019.12,1022.5,3028851
2023-09-04,RELIANCE,1018.37,1021.69,1016.37,1018.52,3935299
2023-09-05,RELIANCE,1021.41,1022.21,1020.58,1021.49,4153194
2023-09-06,RELIANCE,1022.43,1026.1,1018.98,1022.72,2830439
2023-09-07,RELIANCE,1018.72,1020.35,1018.01,1018.52,1804069
2023-09-08,RELIANCE,1018.46,1020.32,1018.04,1018.59,4538296
2023-09-11,RELIANCE,1018.68,1019.11,1017.03,1019.18,3092317
2023-09-12,RELIANCE,1014.33,1014.67,1013.33,1013.6,1068745
2023-09-13,RELIANCE,1020.47,1023.99,1018.95,1018.84,2609181
2023-09-14,RELIANCE,1019.91,1020.25,1017.55,1017.83,2753702
2023-09-15,RELIANCE,1022.26,1024.55,1019.6,1023.15,4279878
2023-09-18,RELIANCE,1020.74,1021.68,1019.13,1019.16,4041955
2023-09-19,RELIANCE,1017.86,1020.32,1016.2,1018.32,4902882
2023-09-20,RELIANCE,1017.23,1017.65,1014.48,1016.08,3624983
2023-09-21,RELIANCE,1011.44,1014.98,1011.36,1010.3,4530662
2023-09-22,RELIANCE,1016.99,1019.49,1014.94,1016.28,1487843
2023-09-25,RELIANCE,1019.18,1023.26,1018.84,1019.38,2099628
2023-09-26,RELIANCE,1018.36,1019.32,1017.17,1017.07,2011987
2023-09-27,RELIANCE,1020.8,1021.09,1020.63,1020.19,2594928
2023-09-28,RELIANCE,1021.86,1023.86,1021.13,1021.83,3693727
2023-09-29,RELIANCE,1022.02,1022.56,1019.29,1020.81,1604730
2023-10-02,RELIANCE,1020.14,1020.4,1018.98,1021.57,3741990
2023-10-03,RELIANCE,1016.55,1018.11,1016.16,1014.83,3574000
2023-10-04,RELIANCE,1018.77,1021.02,1015.09,1018.56,1014425
2023-10-05,RELIANCE,1014.5,1014.6,1012.93,1015.77,1313625
2023-10-06,RELIANCE,1014.72,1017.86,1013.91,1013.39,1077347
2023-10-09,RELIANCE,1015.84,1016.51,1011.88,1015.73,4622058
2023-10-10,RELIANCE,1012.76,1014.11,1010.54,1012.89,2645181
2023-10-11,RELIANCE,1014.99,1018.23,1014.45,1014.18,1516066
2023-10-12,RELIANCE,1011.9,1014.58,1011.69,1011.83,4625770
2023-10-13,RELIANCE,1012.53,1015.13,1011.52,1013.1,2099106
2023-10-16,RELIANCE,1017.07,1017.43,1016.66,1016.61,2391819
2023-10-17,RELIANCE,1018.64,1021.43,1018.14,1019.4,2336608
2023-10-18,RELIANCE,1015.99,1018.75,1015.16,1016.38,1682851
2023-10-19,RELIANCE,1016.18,1017.05,1016.09,1015.6,4127757
2023-10-20,RELIANCE,1017.95,1019.15,1017.05,1019.08,1949856
2023-10-23,RELIANCE,1016.54,1019.72,1013.6,1015.8,2557229
2023-10-24,RELIANCE,1014.38,1016.96,1013.35,1015.23,2725612
2023-10-25,RELIANCE,1015.11,1016.41,1014.83,1014.39,3425132
2023-10-26,RELIANCE,1017.93,1019.3,1016.19,1017.61,3265687
2023-10-27,RELIANCE,1014.28,1017.36,1011.4,1014.11,2945486
2023-10-30,RELIANCE,1016.16,1016.31,1012.17,1016.5,2883998
2023-10-31,RELIANCE,1017.28,1018.21,1014.92,1014.87,3707984
2023-11-01,RELIANCE,1019.65,1020.5,1016.23,1020.11,4733643
2023-11-02,RELIANCE,1016.87,1018.29,1016.13,1016.77,1413437
2023-11-03,RELIANCE,1022.08,1023.52,1020.95,1022.36,4916053
2023-11-06,RELIANCE,1018.81,1024.01,1018.01,1019.31,2798806
2023-11-07,RELIANCE,1024.7,1027.56,1024.0,1025.09,3599422
2023-11-08,RELIANCE,1026.18,1028.18,1024.08,1024.17,4274073
2023-11-09,RELIANCE,1023.59,1024.01,1022.66,1022.53,4624781
2023-11-10,RELIANCE,1024.56,1024.85,1023.66,1024.9,1597131
2023-11-13,RELIANCE,1021.28,1023.45,1020.54,1021.48,4065969
2023-11-14,RELIANCE,1015.58,1015.66,1014.44,1014.79,1029251
2023-11-15,RELIANCE,1019.75,1020.3,1017.73,1020.48,4585530
2023-11-16,RELIANCE,1015.81,1018.08,1012.36,1015.55,2803629
2023-11-17,RELIANCE,1017.4,1021.59,1016.12,1018.29,4744434
2023-11-20,RELIANCE,1015.27,1017.21,1013.34,1016.48,1971388
2023-11-21,RELIANCE,1016.31,1017.16,1015.4,1016.59,3936204
2023-11-22,RELIANCE,1018.81,1020.99,1017.6,1019.37,2582904
2023-11-23,RELIANCE,1016.59,1017.59,1015.34,1015.98,4086333
2023-11-24,RELIANCE,1018.98,1020.53,1015.53,1019.87,4322678
2023-11-27,RELIANCE,1017.85,1020.27,1017.81,1018.07,1399185
2023-11-28,RELIANCE,1022.17,1022.38,1022.14,1021.88,4158890
2023-11-29,RELIANCE,1021.34,1021.43,1019.43,1020.12,2638299
2023-11-30,RELIANCE,1020.76,1024.02,1018.92,1020.27,4407717
2023-12-01,RELIANCE,1018.71,1020.18,1018.61,1017.6,2691368
2023-12-04,RELIANCE,1017.99,1019.36,1016.38,1018.76,2385387
2023-12-05,RELIANCE,1020.31,1021.58,1019.14,1021.53,4536530
2023-12-06,RELIANCE,1018.25,1020.64,1017.03,1019.17,1529325
2023-12-07,RELIANCE,1018.52,1022.09,1017.09,1021.01,1322670
2023-12-08,RELIANCE,1018.63,1019.16,1016.17,1018.17,2194341
2023-12-11,RELIANCE,1023.97,1028.36,1019.49,1024.57,2567981
2023-12-12,RELIANCE,1024.29,1025.66,1022.1,1023.1,3975746
2023-12-13,RELIANCE,1026.28,1031.15,1025.92,1026.09,2107666
2023-12-14,RELIANCE,1025.02,1026.2,1024.34,1023.54,4017107
2023-12-15,RELIANCE,1025.47,1029.01,1020.91,1026.04,4735576
2023-12-18,RELIANCE,1025.34,1026.55,1023.87,1024.98,2447754
2023-12-19,RELIANCE,1021.53,1022.8,1019.65,1019.48,2018364
2023-12-20,RELIANCE,1024.45,1026.01,1022.56,1023.77,1490167
2023-12-21,RELIANCE,1021.66,1022.98,1019.21,1023.45,2400272
2023-12-22,RELIANCE,1020.32,1022.03,1018.91,1020.73,3375740
2023-12-25,RELIANCE,1016.32,1016.33,1014.62,1017.09,1302587
2023-12-26,RELIANCE,1015.99,1018.06,1015.53,1016.12,2720442
2023-12-27,RELIANCE,1014.25,1016.17,1013.63,1014.06,1431600
2023-12-28,RELIANCE,1008.18,1010.48,1006.04,1008.19,3074678
2023-12-29,RELIANCE,1007.46,1008.71,1007.28,1007.71,3606242
2024-01-01,RELIANCE,1006.54,1008.61,1006.05,1005.45,3456525
2024-01-02,RELIANCE,1008.45,1009.49,1008.24,1009.21,2423034
2024-01-03,RELIANCE,1005.3,1005.61,1002.69,1006.42,2561638
2024-01-04,RELIANCE,1009.18,1009.54,1008.78,1008.98,2597112
2024-01-05,RELIANCE,1011.67,1013.67,1011.55,1011.15,1439378
2024-01-08,RELIANCE,1009.99,1013.46,1009.1,1009.24,1698050
2024-01-09,RELIANCE,1009.83,1012.28,1006.7,1011.59,2438241
2024-01-10,RELIANCE,1012.67,1014.08,1010.4,1012.22,3865264
2024-01-11,RELIANCE,1012.83,1013.37,1012.75,1013.48,4213736
2024-01-12,RELIANCE,1011.49,1012.95,1009.63,1011.3,3943893
2024-01-15,RELIANCE,1011.79,1012.31,1008.43,1011.55,1043237
2024-01-16,RELIANCE,1008.61,1009.62,1008.24,1007.84,4010551
2024-01-17,RELIANCE,1006.47,1009.03,1005.03,1005.5,3001812
2024-01-18,RELIANCE,1006.27,1007.45,1005.52,1007.01,4415976
2024-01-19,RELIANCE,1007.81,1011.23,1005.71,1006.81,2656094
2024-01-22,RELIANCE,1009.36,1011.64,1007.78,1009.82,4498138
2024-01-23,RELIANCE,1010.63,1011.58,1006.35,1010.72,3656420
2024-01-24,RELIANCE,1009.68,1010.32,1008.29,1010.43,1785345
2024-01-25,RELIANCE,1005.8,1006.84,1003.41,1005.19,2043637
2024-01-26,RELIANCE,1005.59,1007.27,1003.57,1006.67,4745006
2024-01-29,RELIANCE,1005.12,1007.0,1004.48,1004.98,3267784
2024-01-30,RELIANCE,1003.18,1003.55,1002.51,1005.77,2320274
2024-01-31,RELIANCE,1003.16,1005.07,999.98,1001.55,3974633
2024-02-01,RELIANCE,1003.38,1004.66,1000.64,1005.81,3597375
2024-02-02,RELIANCE,1003.29,1003.76,1000.5,1003.16,4322787
2024-02-05,RELIANCE,1000.11,1005.69,999.78,1000.33,2734921
2024-02-06,RELIANCE,1002.39,1003.17,1002.26,1001.79,4104954
2024-02-07,RELIANCE,1000.78,1002.24,1000.07,999.21,1048167
2024-02-08,RELIANCE,1002.28,1003.2,997.36,1001.75,2296181
2024-02-09,RELIANCE,1002.98,1003.0,1002.36,1002.62,3792940
2024-02-12,RELIANCE,1001.6,1004.71,1000.5,1001.78,2377958
2024-02-13,RELIANCE,1000.25,1000.53,1000.0,1001.37,3343302
2024-02-14,RELIANCE,1001.03,1001.66,999.09,1001.22,4863811
2024-02-15,RELIANCE,1000.64,1002.39,999.19,1000.85,4162766
2024-02-16,RELIANCE,997.75,997.84,997.45,998.13,2464011
2024-02-19,RELIANCE,998.7,1002.08,996.7,996.94,4018927
2024-02-20,RELIANCE,992.35,992.51,990.24,990.69,2862405
2024-02-21,RELIANCE,996.59,997.54,996.16,995.1,4220219
2024-02-22,RELIANCE,1002.17,1002.78,997.33,1001.79,2035592
2024-02-23,RELIANCE,1003.73,1005.31,999.77,1001.86,4699618
2024-02-26,RELIANCE,999.99,1002.32,997.18,999.3,4724487
2024-02-27,RELIANCE,998.68,998.84,995.29,997.31,4863238
2024-02-28,RELIANCE,997.21,999.4,995.62,997.69,1961731
2024-02-29,RELIANCE,1001.85,1002.02,999.12,1002.29,1883513
2024-03-01,RELIANCE,1000.74,1002.14,1000.29,1000.44,3644556
2024-03-04,RELIANCE,1002.52,1003.3,1001.51,1000.62,2317394
2024-03-05,RELIANCE,996.91,997.44,995.27,996.67,3507837
2024-03-06,RELIANCE,1000.41,1002.58,998.07,1000.74,3364742
2024-03-07,RELIANCE,1002.24,1002.24,999.97,1003.05,3221961
2024-03-08,RELIANCE,998.51,999.86,997.75,1000.26,2855768
2024-03-11,RELIANCE,996.58,999.47,995.98,997.7,3623403
2024-03-12,RELIANCE,995.4,998.27,991.75,995.57,3467577
2024-03-13,RELIANCE,999.11,1000.44,997.11,998.82,4877090
2024-03-14,RELIANCE,997.3,999.08,996.12,996.56,1682622
2024-03-15,RELIANCE,998.01,1001.55,995.32,999.37,4675193
2024-03-18,RELIANCE,997.87,998.83,997.35,998.03,3108312
2024-03-19,RELIANCE,1000.23,1000.73,1000.22,1000.86,3462172
2024-03-20,RELIANCE,1001.61,1002.19,1000.71,1001.02,1007543
2024-03-21,RELIANCE,1003.65,1004.75,997.85,1002.41,1893643
2024-03-22,RELIANCE,1007.06,1007.32,1005.74,1006.66,4096818
2024-03-25,RELIANCE,1008.66,1010.17,1008.06,1008.36,4709294
2024-03-26,RELIANCE,1005.59,1006.2,1004.49,1005.78,4886923
2024-03-27,RELIANCE,1000.97,1002.7,1000.52,1000.23,4294021
2024-03-28,RELIANCE,1000.83,1000.85,997.83,1000.85,3493691
2024-03-29,RELIANCE,1000.26,1000.59,1000.11,1001.44,1838537
2024-04-01,RELIANCE,998.27,1001.54,994.08,996.6,2287489
2024-04-02,RELIANCE,1000.64,1001.83,1000.27,998.52,4484023
2024-04-03,RELIANCE,1002.66,1003.02,1002.46,1003.9,4925996
2024-04-04,RELIANCE,999.76,1002.28,998.11,998.3,4474840
2024-04-05,RELIANCE,1002.73,1006.35,1001.27,1002.35,4907047
2024-04-08,RELIANCE,1002.77,1003.72,999.84,1003.38,1850262
2024-04-09,RELIANCE,1004.83,1005.34,1004.56,1004.77,4285130
2024-04-10,RELIANCE,1003.95,1004.9,1001.01,1003.88,4320953
2024-04-11,RELIANCE,1004.38,1008.07,1003.79,1004.46,1795043
2024-04-12,RELIANCE,1006.4,1008.25,1004.98,1008.91,1276016
2024-04-15,RELIANCE,1004.24,1004.45,1003.92,1006.02,1835887
2024-04-16,RELIANCE,1008.37,1008.73,1007.93,1007.67,3918514
2024-04-17,RELIANCE,1006.19,1007.44,1006.14,1007.24,2907030
2024-04-18,RELIANCE,1001.3,1001.69,1001.14,1001.8,2111290
2024-04-19,RELIANCE,1003.62,1005.08,1002.24,1003.6,3746346
2024-04-22,RELIANCE,1006.53,1007.21,1005.13,1005.62,2006298
2024-04-23,RELIANCE,1010.05,1015.06,1007.21,1010.5,1966220
2024-04-24,RELIANCE,1010.27,1010.9,1009.93,1009.96,4516594
2024-04-25,RELIANCE,1013.02,1013.3,1009.7,1012.64,4998864
2024-04-26,RELIANCE,1011.08,1012.77,1009.36,1010.31,4146143
2024-04-29,RELIANCE,1008.7,1009.84,1006.0,1009.7,3697881
2024-04-30,RELIANCE,1010.1,1012.65,1005.18,1009.34,1636024
2024-05-01,RELIANCE,1008.63,1011.79,1005.73,1007.87,1595067
2024-05-02,RELIANCE,1008.26,1009.08,1007.28,1009.04,3048149
2024-05-03,RELIANCE,1011.31,1011.93,1010.94,1011.17,4893644
2024-05-06,RELIANCE,1010.53,1010.83,1009.99,1010.41,4113798
2024-05-07,RELIANCE,1011.79,1015.73,1010.98,1012.82,3201600
2024-05-08,RELIANCE,1010.12,1012.82,1009.89,1011.43,3369184
2024-05-09,RELIANCE,1010.52,1011.35,1007.95,1008.39,4322099
2024-05-10,RELIANCE,1011.1,1013.34,1007.92,1010.97,4270518
2024-05-13,RELIANCE,1008.08,1011.31,1006.08,1006.67,2631629
2024-05-14,RELIANCE,1011.82,1013.31,1009.39,1011.44,3290938
2024-05-15,RELIANCE,1014.6,1019.59,1011.69,1014.59,2045358
2024-05-16,RELIANCE,1011.57,1013.87,1010.25,1011.22,4161663
2024-05-17,RELIANCE,1013.33,1013.9,1010.02,1012.3,2908010
2024-05-20,RELIANCE,1015.39,1017.66,1013.44,1014.32,1342775
2024-05-21,RELIANCE,1015.25,1016.4,1014.71,1015.97,1994233
2024-05-22,RELIANCE,1018.66,1023.58,1013.79,1020.19,3622760
2024-05-23,RELIANCE,1015.39,1015.61,1012.06,1013.33,1308176
2024-05-24,RELIANCE,1014.05,1015.95,1012.73,1013.72,3699203
2024-05-27,RELIANCE,1014.94,1016.92,1013.42,1015.67,4032563
2024-05-28,RELIANCE,1011.05,1014.42,1009.52,1011.02,4445874
2024-05-29,RELIANCE,1007.76,1009.59,1006.83,1006.65,2486630
2024-05-30,RELIANCE,1001.18,1002.28,1000.72,1000.71,4708928
2024-05-31,RELIANCE,1003.43,1004.36,1003.36,1003.73,4408424
2024-06-03,RELIANCE,1001.72,1005.13,1001.28,1001.41,3641580
2024-06-04,RELIANCE,1004.28,1007.81,1003.95,1004.23,1085591
2024-06-05,RELIANCE,1006.86,1009.32,1006.8,1006.84,2032673
2024-06-06,RELIANCE,1003.93,1005.01,1000.58,1003.4,3276961
2024-06-07,RELIANCE,1005.87,1006.59,1005.46,1006.69,4703383
2024-06-10,RELIANCE,1008.0,1010.93,1007.95,1007.52,4357434
2024-06-11,RELIANCE,1007.31,1007.41,1005.33,1006.31,2596925
2024-06-12,RELIANCE,1006.29,1006.68,1004.63,1008.52,3455886
2024-06-13,RELIANCE,1003.46,1006.0,1003.06,1003.39,3046416
2024-06-14,RELIANCE,1003.97,1006.14,1002.85,1001.37,2877132
2024-06-17,RELIANCE,1003.48,1005.76,1003.19,1004.74,3011718
2024-06-18,RELIANCE,1003.99,1006.54,1000.48,1005.25,4125384
2024-06-19,RELIANCE,1001.5,1002.3,999.48,1001.96,1484331
